c,h,td,slack
C5,13,12,0.0
C5,13,13,0.0
C5,13,14,0.0
C5,13,15,0.0
C5,13,16,0.0
C5,14,1,0.0
C5,14,2,0.0
C5,14,3,0.0
C5,14,4,0.0
C5,14,5,0.0
C5,14,6,0.0
C5,14,7,0.0
C5,14,8,0.0
C5,14,9,0.0
C5,14,10,0.0
C5,14,11,0.0
C5,14,12,0.0
C5,14,13,0.0
C5,14,14,0.0
C5,14,15,0.0
C5,14,16,0.0
C5,15,1,0.0
C5,15,2,0.0
C5,15,3,0.0
C5,15,4,0.0
C5,15,5,0.0
C5,15,6,0.0
C5,15,7,0.0
C5,15,8,0.0
C5,15,9,0.0
C5,15,10,0.0
C5,15,11,0.0
C5,15,12,0.0
C5,15,13,0.0
C5,15,14,0.0
C5,15,15,0.0
C5,15,16,0.0
C5,16,1,0.0
C5,16,2,0.0
C5,16,3,0.0
C5,16,4,0.0
C5,16,5,0.0
C5,16,6,0.0
C5,16,7,0.0
C5,16,8,0.0
C5,16,9,0.0
C5,16,10,0.0
C5,16,11,0.0
C5,16,12,0.0
C5,16,13,0.0
C5,16,14,0.0
C5,16,15,0.0
C5,16,16,0.0
C5,17,1,0.0
C5,17,2,0.0
C5,17,3,0.0
C5,17,4,0.0
C5,17,5,0.0
C5,17,6,0.0
C5,17,7,0.0
C5,17,8,0.0
C5,17,9,0.0
C5,17,10,0.0
C5,17,11,0.0
C5,17,12,0.0
C5,17,13,0.0
C5,17,14,0.0
C5,17,15,0.0
C5,17,16,0.0
C5,18,1,0.0
C5,18,2,0.0
C5,18,3,0.0
C5,18,4,0.0
C5,18,5,0.0
C5,18,6,0.0
C5,18,7,0.0
C5,18,8,0.0
C5,18,9,0.0
C5,18,10,0.0
C5,18,11,0.0
C5,18,12,0.0
C5,18,13,0.0
C5,18,14,0.0
C5,18,15,0.0
C5,18,16,0.0
C5,19,1,0.0
C5,19,2,0.0
C5,19,3,0.0
C5,19,4,0.0
C5,19,5,0.0
C5,19,6,0.0
C5,19,7,0.0
C5,19,8,0.0
C5,19,9,0.0
C5,19,10,0.0
C5,19,11,0.0
C5,19,12,0.0
C5,19,13,0.0
C5,19,14,0.0
C5,19,15,0.0
C5,19,16,0.0
C5,20,1,0.0
C5,20,2,0.0
C5,20,3,0.0
C5,20,4,0.0
C5,20,5,0.0
C5,20,6,0.0
C5,20,7,0.0
C5,20,8,0.0
C5,20,9,0.0
C5,20,10,0.0
C5,20,11,0.0
C5,20,12,0.0
C5,20,13,0.0
C5,20,14,0.0
C5,20,15,0.0
C5,20,16,0.0
C5,21,1,0.0
C5,21,2,0.0
C5,21,3,0.0
C5,21,4,0.0
C5,21,5,0.0
C5,21,6,0.0
C5,21,7,0.0
C5,21,8,0.0
C5,21,9,0.0
C5,21,10,0.0
C5,21,11,0.0
C5,21,12,0.0
C5,21,13,0.0
C5,21,14,0.0
C5,21,15,0.0
C5,21,16,0.0
C5,22,1,0.0
C5,22,2,0.0
C5,22,3,0.0
C5,22,4,0.0
C5,22,5,0.0
C5,22,6,0.0
C5,22,7,0.0
C5,22,8,0.0
C5,22,9,0.0
C5,22,10,0.0
C5,22,11,0.0
C5,22,12,0.0
C5,22,13,0.0
C5,22,14,0.0
C5,22,15,0.0
C5,22,16,0.0
C5,23,1,0.0
C5,23,2,0.0
C5,23,3,0.0
C5,23,4,0.0
C5,23,5,0.0
C5,23,6,0.0
C5,23,7,0.0
C5,23,8,0.0
C5,23,9,0.0
C5,23,10,0.0
C5,23,11,0.0
C5,23,12,0.0
C5,23,13,0.0
C5,23,14,0.0
C5,23,15,0.0
C5,23,16,0.0
C5,24,1,0.0
C5,24,2,0.0
C5,24,3,0.0
C5,24,4,0.0
C5,24,5,0.0
C5,24,6,0.0
C5,24,7,0.0
C5,24,8,0.0
C5,24,9,0.0
C5,24,10,0.0
C5,24,11,0.0
C5,24,12,0.0
C5,24,13,0.0
C5,24,14,0.0
C5,24,15,0.0
C5,24,16,0.0
